Date&Time,Temperature(C),Huminity(%),Comfortable Temperature,Max Acceptable Temperature,Min Acceptable Temperature
2022/6/14 9:30,27.88888889,75.6,28.00333333,31.00333333,25.00333333
2022/6/14 9:35,27.38888889,76,27.83833333,30.83833333,24.83833333
2022/6/14 9:40,27.77777778,75.2,27.96666667,30.96666667,24.96666667
2022/6/14 9:45,27.22222222,75.5,27.78333333,30.78333333,24.78333333
2022/6/14 9:50,27.33333333,76.5,27.82,30.82,24.82
2022/6/14 9:55,27.83333333,74.9,27.985,30.985,24.985
2022/6/14 10:00,28.77777778,73.4,28.29666667,31.29666667,25.29666667
2022/6/14 10:05,28.33333333,71.4,28.15,31.15,25.15
2022/6/14 10:10,29,71.3,28.37,31.37,25.37
2022/6/14 10:15,28.83333333,68.8,28.315,31.315,25.315
2022/6/14 10:20,29.16666667,69.6,28.425,31.425,25.425
2022/6/14 10:25,29.11111111,68.7,28.40666667,31.40666667,25.40666667
2022/6/14 10:30,29.05555556,68.1,28.38833333,31.38833333,25.38833333
2022/6/14 10:35,30.11111111,67,28.73666667,31.73666667,25.73666667
2022/6/14 10:40,30.66666667,63.3,28.92,31.92,25.92
2022/6/14 10:45,30.38888889,61.9,28.82833333,31.82833333,25.82833333
2022/6/14 10:50,31.16666667,62,29.085,32.085,26.085
2022/6/14 10:55,31.05555556,60,29.04833333,32.04833333,26.04833333
2022/6/14 11:00,31.72222222,59.1,29.26833333,32.26833333,26.26833333
2022/6/14 11:05,31,58.8,29.03,32.03,26.03
2022/6/14 11:10,30,59.9,28.7,31.7,25.7
2022/6/14 11:15,30.44444444,60.9,28.84666667,31.84666667,25.84666667
2022/6/14 11:20,30.27777778,59.1,28.79166667,31.79166667,25.79166667
2022/6/14 11:25,30.22222222,61.2,28.77333333,31.77333333,25.77333333
2022/6/14 11:30,31,60.6,29.03,32.03,26.03
2022/6/14 11:35,31.61111111,57.6,29.23166667,32.23166667,26.23166667
2022/6/14 11:40,31.44444444,57.4,29.17666667,32.17666667,26.17666667
2022/6/14 11:45,32.27777778,55.4,29.45166667,32.45166667,26.45166667
2022/6/14 11:50,31.61111111,54,29.23166667,32.23166667,26.23166667
2022/6/14 11:55,31.11111111,54.1,29.06666667,32.06666667,26.06666667
2022/6/15 0:00,31.22222222,55.3,29.10333333,32.10333333,26.10333333
2022/6/15 0:05,30.83333333,54.4,28.975,31.975,25.975
2022/6/15 0:10,31.55555556,55.6,29.21333333,32.21333333,26.21333333
2022/6/15 0:15,31.61111111,54.4,29.23166667,32.23166667,26.23166667
2022/6/15 0:20,31.61111111,53.6,29.23166667,32.23166667,26.23166667
2022/6/15 0:25,31.61111111,53.2,29.23166667,32.23166667,26.23166667
2022/6/15 0:30,31.94444444,52.8,29.34166667,32.34166667,26.34166667
2022/6/15 0:35,32,52.5,29.36,32.36,26.36
2022/6/15 0:40,31.88888889,50.9,29.32333333,32.32333333,26.32333333
2022/6/15 0:45,32.83333333,48.4,29.635,32.635,26.635
2022/6/15 0:50,31.27777778,48.8,29.12166667,32.12166667,26.12166667
2022/6/15 0:55,30.94444444,51,29.01166667,32.01166667,26.01166667
2022/6/14 13:00,31.88888889,52,29.32333333,32.32333333,26.32333333
2022/6/14 13:05,32.11111111,49.8,29.39666667,32.39666667,26.39666667
2022/6/14 13:10,32.5,50.2,29.525,32.525,26.525
2022/6/14 13:15,32.05555556,49,29.37833333,32.37833333,26.37833333
2022/6/14 13:20,32.22222222,49.8,29.43333333,32.43333333,26.43333333
2022/6/14 13:25,31.83333333,50.5,29.305,32.305,26.305
2022/6/14 13:30,30.94444444,51,29.01166667,32.01166667,26.01166667
2022/6/14 13:35,31.33333333,53.7,29.14,32.14,26.14
2022/6/14 13:40,30.66666667,52.8,28.92,31.92,25.92
2022/6/14 13:45,31.05555556,53.3,29.04833333,32.04833333,26.04833333
2022/6/14 13:50,32.83333333,51.2,29.635,32.635,26.635
2022/6/14 13:55,32.88888889,48.7,29.65333333,32.65333333,26.65333333
2022/6/14 14:00,31.11111111,50.6,29.06666667,32.06666667,26.06666667
2022/6/14 14:05,31.11111111,53.5,29.06666667,32.06666667,26.06666667
2022/6/14 14:10,30.88888889,53.4,28.99333333,31.99333333,25.99333333
2022/6/14 14:15,29.88888889,56.2,28.66333333,31.66333333,25.66333333
2022/6/14 14:20,29.88888889,57,28.66333333,31.66333333,25.66333333
2022/6/14 14:25,30.44444444,57,28.84666667,31.84666667,25.84666667
2022/6/14 14:30,30.5,56,28.865,31.865,25.865
2022/6/14 14:35,30.16666667,56.6,28.755,31.755,25.755
2022/6/14 14:40,29.77777778,57.2,28.62666667,31.62666667,25.62666667
2022/6/14 14:45,30,58.1,28.7,31.7,25.7
2022/6/14 14:50,30.27777778,57.1,28.79166667,31.79166667,25.79166667
2022/6/14 14:55,31.27777778,55.7,29.12166667,32.12166667,26.12166667
2022/6/14 15:00,31.5,54.1,29.195,32.195,26.195
2022/6/14 15:05,31,54.5,29.03,32.03,26.03
2022/6/14 15:10,29.27777778,61.2,28.46166667,31.46166667,25.46166667
2022/6/14 15:15,28.94444444,65.1,28.35166667,31.35166667,25.35166667
2022/6/14 15:20,28.66666667,66.1,28.26,31.26,25.26
2022/6/14 15:25,28.72222222,66.5,28.27833333,31.27833333,25.27833333
2022/6/14 15:30,28.83333333,66.2,28.315,31.315,25.315
2022/6/14 15:35,28.94444444,65.8,28.35166667,31.35166667,25.35166667
2022/6/14 15:40,28.66666667,66.3,28.26,31.26,25.26
2022/6/14 15:45,28.77777778,66.9,28.29666667,31.29666667,25.29666667
2022/6/14 15:50,28.55555556,67,28.22333333,31.22333333,25.22333333
2022/6/14 15:55,28.44444444,66.9,28.18666667,31.18666667,25.18666667
2022/6/14 16:00,28.16666667,67.2,28.095,31.095,25.095
2022/6/14 16:05,28.5,67.9,28.205,31.205,25.205
2022/6/14 16:10,28.88888889,67.1,28.33333333,31.33333333,25.33333333
2022/6/14 16:15,27.77777778,68.4,27.96666667,30.96666667,24.96666667
2022/6/14 16:20,28.11111111,69.9,28.07666667,31.07666667,25.07666667
2022/6/14 16:25,28,69.8,28.04,31.04,25.04
2022/6/14 16:30,28,70.1,28.04,31.04,25.04
2022/6/14 16:35,28.05555556,70.2,28.05833333,31.05833333,25.05833333
2022/6/14 16:40,28.11111111,70.1,28.07666667,31.07666667,25.07666667
2022/6/14 16:45,27.77777778,70.5,27.96666667,30.96666667,24.96666667
2022/6/14 16:50,27.72222222,70.7,27.94833333,30.94833333,24.94833333
2022/6/14 16:55,27.72222222,71.2,27.94833333,30.94833333,24.94833333
2022/6/14 17:00,27.83333333,71.4,27.985,30.985,24.985
2022/6/14 17:05,27.77777778,71.9,27.96666667,30.96666667,24.96666667
2022/6/14 17:10,27.77777778,71.8,27.96666667,30.96666667,24.96666667
2022/6/14 17:15,27.61111111,72,27.91166667,30.91166667,24.91166667
2022/6/14 17:20,27.55555556,72.1,27.89333333,30.89333333,24.89333333
2022/6/14 17:25,27.77777778,72.4,27.96666667,30.96666667,24.96666667
2022/6/14 17:30,27.94444444,71.9,28.02166667,31.02166667,25.02166667
2022/6/14 17:35,27.44444444,71.8,27.85666667,30.85666667,24.85666667
2022/6/14 17:40,27.66666667,72.2,27.93,30.93,24.93
2022/6/14 17:45,27.55555556,71.8,27.89333333,30.89333333,24.89333333
2022/6/14 17:50,27.16666667,72.2,27.765,30.765,24.765
2022/6/14 17:55,27.38888889,72.4,27.83833333,30.83833333,24.83833333
2022/6/14 18:00,27.33333333,72.4,27.82,30.82,24.82
2022/6/14 18:05,27,72.4,27.71,30.71,24.71
2022/6/14 18:10,26.72222222,73.3,27.61833333,30.61833333,24.61833333
2022/6/14 18:15,26.61111111,74.1,27.58166667,30.58166667,24.58166667
2022/6/14 18:20,26.5,74.5,27.545,30.545,24.545
2022/6/14 18:25,26.5,74.7,27.545,30.545,24.545
2022/6/14 18:30,26.61111111,74.8,27.58166667,30.58166667,24.58166667
2022/6/14 18:35,26.55555556,74.6,27.56333333,30.56333333,24.56333333
2022/6/14 18:40,26.38888889,75.1,27.50833333,30.50833333,24.50833333
2022/6/14 18:45,26.16666667,75.6,27.435,30.435,24.435
2022/6/14 18:50,26,76.4,27.38,30.38,24.38
2022/6/14 18:55,25.88888889,76.9,27.34333333,30.34333333,24.34333333
2022/6/14 19:00,26,77,27.38,30.38,24.38
2022/6/14 19:05,25.94444444,76.6,27.36166667,30.36166667,24.36166667
2022/6/14 19:10,25.72222222,76.8,27.28833333,30.28833333,24.28833333
2022/6/14 19:15,25.44444444,77.6,27.19666667,30.19666667,24.19666667
2022/6/14 19:20,25.27777778,78.4,27.14166667,30.14166667,24.14166667
2022/6/14 19:25,25.16666667,78.9,27.105,30.105,24.105
2022/6/14 19:30,25.11111111,79.2,27.08666667,30.08666667,24.08666667
2022/6/14 19:35,24.83333333,79.8,26.995,29.995,23.995
2022/6/14 19:40,24.88888889,80.5,27.01333333,30.01333333,24.01333333
2022/6/14 19:45,25,80.2,27.05,30.05,24.05
2022/6/14 19:50,25,80.3,27.05,30.05,24.05
2022/6/14 19:55,25,80.6,27.05,30.05,24.05
2022/6/14 20:00,24.77777778,81,26.97666667,29.97666667,23.97666667
2022/6/14 20:05,24.66666667,81.6,26.94,29.94,23.94
2022/6/14 20:10,24.5,82.3,26.885,29.885,23.885
2022/6/14 20:15,24.55555556,82.6,26.90333333,29.90333333,23.90333333
2022/6/14 20:20,24.61111111,82.6,26.92166667,29.92166667,23.92166667
2022/6/14 20:25,24.55555556,82.7,26.90333333,29.90333333,23.90333333
2022/6/14 20:30,24.33333333,83.2,26.83,29.83,23.83
2022/6/14 20:35,24.38888889,83.6,26.84833333,29.84833333,23.84833333
2022/6/14 20:40,24.5,83.4,26.885,29.885,23.885
2022/6/14 20:45,24.5,83.3,26.885,29.885,23.885
2022/6/14 20:50,24.55555556,83.3,26.90333333,29.90333333,23.90333333
2022/6/14 20:55,24.66666667,83.2,26.94,29.94,23.94
2022/6/14 21:00,24.66666667,83.1,26.94,29.94,23.94
2022/6/14 21:05,24.55555556,83.2,26.90333333,29.90333333,23.90333333
2022/6/14 21:10,24.61111111,83.6,26.92166667,29.92166667,23.92166667
2022/6/14 21:15,24.5,83.8,26.885,29.885,23.885
2022/6/14 21:20,24.5,83.9,26.885,29.885,23.885
2022/6/14 21:25,24.33333333,84.2,26.83,29.83,23.83
2022/6/14 21:30,24.22222222,84.6,26.79333333,29.79333333,23.79333333
2022/6/15 9:30,30.33333333,64.7,28.81,31.81,25.81
2022/6/15 9:35,31,63.7,29.03,32.03,26.03
2022/6/15 9:40,30.77777778,63,28.95666667,31.95666667,25.95666667
2022/6/15 9:45,31.11111111,62,29.06666667,32.06666667,26.06666667
2022/6/15 9:50,31.27777778,62.4,29.12166667,32.12166667,26.12166667
2022/6/15 9:55,32.22222222,61.8,29.43333333,32.43333333,26.43333333
2022/6/15 10:00,31.94444444,59.1,29.34166667,32.34166667,26.34166667
2022/6/15 10:05,31.5,59.7,29.195,32.195,26.195
2022/6/15 10:10,32.27777778,59,29.45166667,32.45166667,26.45166667
2022/6/15 10:15,32.61111111,56.7,29.56166667,32.56166667,26.56166667
2022/6/15 10:20,32.22222222,56.4,29.43333333,32.43333333,26.43333333
2022/6/15 10:25,31.55555556,57.8,29.21333333,32.21333333,26.21333333
2022/6/15 10:30,31.94444444,58.2,29.34166667,32.34166667,26.34166667
2022/6/15 10:35,31.88888889,57.3,29.32333333,32.32333333,26.32333333
2022/6/15 10:40,32.16666667,57.2,29.415,32.415,26.415
2022/6/15 10:45,32.72222222,55.9,29.59833333,32.59833333,26.59833333
2022/6/15 10:50,33,54.6,29.69,32.69,26.69
2022/6/15 10:55,33.44444444,53.4,29.83666667,32.83666667,26.83666667
2022/6/15 11:00,32.66666667,53.7,29.58,32.58,26.58
2022/6/15 11:05,32.5,54.7,29.525,32.525,26.525
2022/6/15 11:10,32.72222222,54.7,29.59833333,32.59833333,26.59833333
2022/6/15 11:15,32.66666667,54.9,29.58,32.58,26.58
2022/6/15 11:20,31.72222222,56,29.26833333,32.26833333,26.26833333
2022/6/15 11:25,32.16666667,55.7,29.415,32.415,26.415
2022/6/15 11:30,32.5,55.1,29.525,32.525,26.525
2022/6/15 11:35,32.77777778,54.3,29.61666667,32.61666667,26.61666667
2022/6/15 11:40,32.83333333,53.4,29.635,32.635,26.635
2022/6/15 11:45,32.61111111,54.1,29.56166667,32.56166667,26.56166667
2022/6/15 11:50,33,54,29.69,32.69,26.69
2022/6/15 11:55,32.88888889,54.1,29.65333333,32.65333333,26.65333333
2022/6/16 0:00,33.83333333,53.3,29.965,32.965,26.965
2022/6/16 0:05,33.61111111,51.3,29.89166667,32.89166667,26.89166667
2022/6/16 0:10,34,51.4,30.02,33.02,27.02
2022/6/16 0:15,33.94444444,51.3,30.00166667,33.00166667,27.00166667
2022/6/16 0:20,33.94444444,51.4,30.00166667,33.00166667,27.00166667
2022/6/16 0:25,33.16666667,51.7,29.745,32.745,26.745
2022/6/16 0:30,32.83333333,53.4,29.635,32.635,26.635
2022/6/16 0:35,33.05555556,53.1,29.70833333,32.70833333,26.70833333
2022/6/16 0:40,34.22222222,51.3,30.09333333,33.09333333,27.09333333
2022/6/16 0:45,34.5,49.7,30.185,33.185,27.185
2022/6/16 0:50,33.83333333,49.6,29.965,32.965,26.965
2022/6/16 0:55,33.61111111,51.4,29.89166667,32.89166667,26.89166667
2022/6/15 13:00,32.77777778,51.8,29.61666667,32.61666667,26.61666667
2022/6/15 13:05,32.27777778,52.9,29.45166667,32.45166667,26.45166667
2022/6/15 13:10,32.72222222,53,29.59833333,32.59833333,26.59833333
2022/6/15 13:15,33.88888889,51.5,29.98333333,32.98333333,26.98333333
2022/6/15 13:20,33.83333333,49.1,29.965,32.965,26.965
2022/6/15 13:25,33.33333333,50.2,29.8,32.8,26.8
2022/6/15 13:30,33.33333333,51.4,29.8,32.8,26.8
2022/6/15 13:35,33.27777778,50.7,29.78166667,32.78166667,26.78166667
2022/6/15 13:40,33.38888889,50.5,29.81833333,32.81833333,26.81833333
2022/6/15 13:45,33,50.8,29.69,32.69,26.69
2022/6/15 13:50,33.77777778,50.1,29.94666667,32.94666667,26.94666667
2022/6/15 13:55,33.27777778,49.7,29.78166667,32.78166667,26.78166667
2022/6/15 14:00,32.27777778,52.1,29.45166667,32.45166667,26.45166667
2022/6/15 14:05,32.5,53.3,29.525,32.525,26.525
2022/6/15 14:10,32.77777778,51.7,29.61666667,32.61666667,26.61666667
2022/6/15 14:15,33.33333333,50.2,29.8,32.8,26.8
2022/6/15 14:20,33.77777778,49.6,29.94666667,32.94666667,26.94666667
2022/6/15 14:25,33.66666667,49.5,29.91,32.91,26.91
2022/6/15 14:30,32.88888889,49.9,29.65333333,32.65333333,26.65333333
2022/6/15 14:35,34.5,50,30.185,33.185,27.185
2022/6/15 14:40,33.88888889,48.2,29.98333333,32.98333333,26.98333333
2022/6/15 14:45,33.27777778,51,29.78166667,32.78166667,26.78166667
2022/6/15 14:50,33.44444444,51.6,29.83666667,32.83666667,26.83666667
2022/6/15 14:55,34,50.6,30.02,33.02,27.02
2022/6/15 15:00,33,51.1,29.69,32.69,26.69
2022/6/15 15:05,32.94444444,51.6,29.67166667,32.67166667,26.67166667
2022/6/15 15:10,33.33333333,51.4,29.8,32.8,26.8
2022/6/15 15:15,32.77777778,51,29.61666667,32.61666667,26.61666667
2022/6/15 15:20,33.05555556,51.6,29.70833333,32.70833333,26.70833333
2022/6/15 15:25,33.05555556,51.5,29.70833333,32.70833333,26.70833333
2022/6/15 15:30,33.38888889,51.5,29.81833333,32.81833333,26.81833333
2022/6/15 15:35,32.44444444,53.1,29.50666667,32.50666667,26.50666667
2022/6/15 15:40,32.05555556,54.8,29.37833333,32.37833333,26.37833333
2022/6/15 15:45,32.11111111,55.1,29.39666667,32.39666667,26.39666667
2022/6/15 15:50,32.27777778,55,29.45166667,32.45166667,26.45166667
2022/6/15 15:55,32.5,54.8,29.525,32.525,26.525
2022/6/15 16:00,33.5,52.6,29.855,32.855,26.855
2022/6/15 16:05,33.83333333,51.7,29.965,32.965,26.965
2022/6/15 16:10,32.5,52.6,29.525,32.525,26.525
2022/6/15 16:15,33,53.5,29.69,32.69,26.69
2022/6/15 16:20,32.5,52.3,29.525,32.525,26.525
2022/6/15 16:25,32.11111111,54.5,29.39666667,32.39666667,26.39666667
2022/6/15 16:30,32.11111111,55.6,29.39666667,32.39666667,26.39666667
2022/6/15 16:35,31.61111111,55.6,29.23166667,32.23166667,26.23166667
2022/6/15 16:40,31.72222222,55.7,29.26833333,32.26833333,26.26833333
2022/6/15 16:45,32.05555556,55.1,29.37833333,32.37833333,26.37833333
2022/6/15 16:50,31.44444444,55.2,29.17666667,32.17666667,26.17666667
2022/6/15 16:55,31.44444444,56.8,29.17666667,32.17666667,26.17666667
2022/6/15 17:00,31.11111111,57.2,29.06666667,32.06666667,26.06666667
2022/6/15 17:05,31.22222222,56.9,29.10333333,32.10333333,26.10333333
2022/6/15 17:10,30.77777778,57.2,28.95666667,31.95666667,25.95666667
2022/6/15 17:15,30.44444444,58.7,28.84666667,31.84666667,25.84666667
2022/6/15 17:20,30.38888889,58.5,28.82833333,31.82833333,25.82833333
2022/6/15 17:25,30.11111111,58.6,28.73666667,31.73666667,25.73666667
2022/6/15 17:30,30.11111111,58.8,28.73666667,31.73666667,25.73666667
2022/6/15 17:35,29.38888889,59.7,28.49833333,31.49833333,25.49833333
2022/6/15 17:40,29.94444444,60.1,28.68166667,31.68166667,25.68166667
2022/6/15 17:45,29.66666667,60,28.59,31.59,25.59
2022/6/15 17:50,29.22222222,61.3,28.44333333,31.44333333,25.44333333
2022/6/15 17:55,28.88888889,62.9,28.33333333,31.33333333,25.33333333
2022/6/15 18:00,28.83333333,63.4,28.315,31.315,25.315
2022/6/15 18:05,28.5,63.9,28.205,31.205,25.205
2022/6/15 18:10,28.22222222,64.7,28.11333333,31.11333333,25.11333333
2022/6/15 18:15,28,65.3,28.04,31.04,25.04
2022/6/15 18:20,27.94444444,66.1,28.02166667,31.02166667,25.02166667
2022/6/15 18:25,27.77777778,67,27.96666667,30.96666667,24.96666667
2022/6/15 18:30,27.72222222,67.5,27.94833333,30.94833333,24.94833333
2022/6/15 18:35,27.72222222,68.1,27.94833333,30.94833333,24.94833333
2022/6/15 18:40,27.55555556,68.5,27.89333333,30.89333333,24.89333333
2022/6/15 18:45,27.5,69.2,27.875,30.875,24.875
2022/6/15 18:50,27.44444444,69.4,27.85666667,30.85666667,24.85666667
2022/6/15 18:55,27.33333333,69.9,27.82,30.82,24.82
2022/6/15 19:00,27.27777778,70.2,27.80166667,30.80166667,24.80166667
2022/6/15 19:05,27.22222222,70.7,27.78333333,30.78333333,24.78333333
2022/6/15 19:10,27.11111111,70.8,27.74666667,30.74666667,24.74666667
2022/6/15 19:15,27.11111111,71.2,27.74666667,30.74666667,24.74666667
2022/6/15 19:20,27.05555556,71.5,27.72833333,30.72833333,24.72833333
2022/6/15 19:25,27,71.5,27.71,30.71,24.71
2022/6/15 19:30,26.88888889,71.7,27.67333333,30.67333333,24.67333333
2022/6/15 19:35,26.88888889,71.5,27.67333333,30.67333333,24.67333333
2022/6/15 19:40,26.94444444,71.1,27.69166667,30.69166667,24.69166667
2022/6/15 19:45,26.88888889,71.1,27.67333333,30.67333333,24.67333333
2022/6/15 19:50,26.77777778,71.4,27.63666667,30.63666667,24.63666667
2022/6/15 19:55,26.72222222,71.5,27.61833333,30.61833333,24.61833333
2022/6/15 20:00,26.72222222,71.7,27.61833333,30.61833333,24.61833333
2022/6/15 20:05,26.72222222,71.8,27.61833333,30.61833333,24.61833333
2022/6/15 20:10,26.66666667,71.5,27.6,30.6,24.6
2022/6/15 20:15,26.66666667,71.2,27.6,30.6,24.6
2022/6/15 20:20,26.55555556,70.9,27.56333333,30.56333333,24.56333333
2022/6/15 20:25,26.44444444,71.3,27.52666667,30.52666667,24.52666667
2022/6/15 20:30,26.38888889,71.6,27.50833333,30.50833333,24.50833333
2022/6/15 20:35,26.5,71.6,27.545,30.545,24.545
2022/6/15 20:40,26.5,71.5,27.545,30.545,24.545
2022/6/15 20:45,26.44444444,71.7,27.52666667,30.52666667,24.52666667
2022/6/15 20:50,26.44444444,71.7,27.52666667,30.52666667,24.52666667
2022/6/15 20:55,26.38888889,72,27.50833333,30.50833333,24.50833333
2022/6/15 21:00,26.27777778,72.2,27.47166667,30.47166667,24.47166667
2022/6/15 21:05,26.27777778,72.7,27.47166667,30.47166667,24.47166667
2022/6/15 21:10,26.16666667,73,27.435,30.435,24.435
2022/6/15 21:15,26.11111111,73.4,27.41666667,30.41666667,24.41666667
2022/6/15 21:20,26,73.7,27.38,30.38,24.38
2022/6/15 21:25,25.94444444,74.4,27.36166667,30.36166667,24.36166667
2022/6/15 21:30,25.88888889,74.5,27.34333333,30.34333333,24.34333333
2022/6/16 9:30,30.05555556,66.6,28.71833333,31.71833333,25.71833333
2022/6/16 9:35,30.16666667,65.3,28.755,31.755,25.755
2022/6/16 9:40,30.22222222,64.4,28.77333333,31.77333333,25.77333333
2022/6/16 9:45,31.33333333,63.5,29.14,32.14,26.14
2022/6/16 9:50,32.38888889,61,29.48833333,32.48833333,26.48833333
2022/6/16 9:55,31.72222222,59.4,29.26833333,32.26833333,26.26833333
2022/6/16 10:00,31.33333333,59.9,29.14,32.14,26.14
2022/6/16 10:05,32.72222222,59.1,29.59833333,32.59833333,26.59833333
2022/6/16 10:10,33.22222222,56.1,29.76333333,32.76333333,26.76333333
2022/6/16 10:15,31.88888889,57.2,29.32333333,32.32333333,26.32333333
2022/6/16 10:20,31.72222222,58.1,29.26833333,32.26833333,26.26833333
2022/6/16 10:25,31.83333333,58.2,29.305,32.305,26.305
2022/6/16 10:30,31.66666667,57.8,29.25,32.25,26.25
2022/6/16 10:35,31.77777778,57.4,29.28666667,32.28666667,26.28666667
2022/6/16 10:40,31.61111111,59.3,29.23166667,32.23166667,26.23166667
2022/6/16 10:45,31.83333333,61.4,29.305,32.305,26.305
2022/6/16 10:50,31.16666667,61.5,29.085,32.085,26.085
2022/6/16 10:55,31.5,61.7,29.195,32.195,26.195
2022/6/16 11:00,31.72222222,61,29.26833333,32.26833333,26.26833333
2022/6/16 11:05,31.33333333,61.4,29.14,32.14,26.14
2022/6/16 11:10,32.05555556,60.7,29.37833333,32.37833333,26.37833333
2022/6/16 11:15,32.11111111,60.7,29.39666667,32.39666667,26.39666667
